Date,Open,High,Low,Close,Adj Close,Volume
2011-01-04,462.750000,469.250000,461.750000,466.750000,216.471603,6145200
2011-01-05,464.250000,471.000000,461.750000,466.500000,216.355606,4548000
2011-01-06,475.250000,481.000000,473.250000,478.750000,222.036987,9584800
2011-01-07,477.500000,477.750000,473.000000,475.000000,220.297852,7352800
2011-01-11,469.750000,472.250000,467.500000,469.500000,217.747009,5767600
2011-01-12,471.500000,474.500000,466.000000,466.750000,216.471603,6119200
2011-01-13,469.500000,472.000000,460.750000,464.000000,215.196198,7846400
2011-01-14,461.750000,470.250000,454.500000,455.750000,211.369965,12228400
2011-01-17,460.750000,467.500000,458.500000,462.250000,214.384567,7716400
2011-01-18,461.250000,466.000000,457.250000,462.000000,214.268631,4667200
2011-01-19,467.750000,468.750000,461.750000,462.250000,214.384567,4614000
2011-01-20,457.500000,459.250000,449.750000,452.250000,209.746719,9541600
2011-01-21,453.000000,456.000000,448.000000,449.000000,208.239410,7960000
2011-01-24,450.250000,455.750000,449.500000,452.750000,209.978638,5842400
2011-01-25,453.250000,461.500000,453.000000,458.750000,212.761322,6817200
2011-01-26,456.500000,460.750000,454.500000,458.250000,212.529434,4116400
2011-01-27,463.750000,466.000000,459.750000,461.250000,213.920761,8107600
2011-01-28,451.250000,451.250000,424.000000,427.250000,198.152100,33629200
2011-01-31,419.000000,423.000000,414.000000,419.750000,194.673676,14726800
2011-02-01,420.000000,422.500000,414.000000,416.000000,192.934494,9595600
2011-02-02,426.000000,439.750000,425.500000,435.750000,202.094238,16224000
2011-02-03,428.500000,433.750000,425.500000,427.500000,198.268036,7909600
2011-02-04,435.000000,435.000000,430.250000,434.250000,201.398560,6469200
2011-02-07,440.000000,441.250000,436.500000,437.750000,203.021866,5682000
2011-02-08,439.500000,441.000000,437.250000,439.000000,203.601563,4078400
2011-02-09,440.750000,442.000000,431.500000,432.000000,200.355072,5911600
2011-02-10,428.750000,432.250000,426.750000,427.750000,198.383957,6504400
2011-02-14,433.250000,434.500000,431.000000,433.500000,201.050720,3857200
2011-02-15,431.750000,434.000000,429.500000,430.750000,199.775360,5351600
2011-02-16,434.000000,445.500000,432.000000,442.250000,205.108887,10046400
2011-02-17,449.500000,449.500000,438.500000,439.750000,203.949417,7428400
2011-02-18,436.500000,439.500000,433.500000,436.750000,202.558044,7582000
2011-02-21,433.750000,437.000000,430.500000,435.000000,201.746384,5141600
2011-02-22,426.250000,430.000000,422.750000,428.250000,198.615860,7260800
2011-02-23,427.750000,428.750000,420.000000,424.500000,196.876648,5074800
2011-02-24,422.500000,425.750000,420.250000,421.750000,195.601273,6326400
2011-02-25,422.000000,425.000000,418.000000,423.750000,196.528824,7906800
2011-02-28,420.750000,423.500000,414.250000,423.500000,196.412888,7122800
2011-03-01,427.000000,429.000000,423.500000,426.750000,197.920181,6322000
2011-03-02,418.000000,420.250000,410.250000,412.000000,191.079376,8296800
2011-03-03,419.250000,423.750000,414.250000,418.250000,193.978027,5044800
2011-03-04,426.250000,432.000000,424.000000,428.000000,198.499939,9448000
2011-03-07,422.250000,425.000000,417.750000,420.750000,195.137497,5437600
2011-03-08,418.500000,425.000000,417.500000,422.750000,196.065033,5033200
2011-03-09,425.500000,435.000000,423.500000,432.750000,200.702881,8402000
2011-03-10,427.500000,434.500000,426.750000,430.000000,199.427505,8119200
2011-03-11,422.500000,425.500000,413.250000,414.500000,192.238861,28823200
2011-03-14,394.500000,405.000000,385.250000,394.750000,183.079071,13986000
2011-03-15,380.000000,380.250000,294.750000,338.750000,157.107117,23697200
2011-03-16,346.250000,354.750000,316.000000,336.250000,155.947662,24111200
2011-03-17,313.750000,341.000000,312.500000,327.500000,151.889587,20087600
