Date,Open,High,Low,Close,Adj Close,Volume
2011-01-04,5320.000000,5330.000000,5280.000000,5300.000000,4337.699219,858500
2011-01-05,5280.000000,5290.000000,5210.000000,5240.000000,4288.592773,1115100
2011-01-06,5260.000000,5330.000000,5220.000000,5320.000000,4354.067383,1181000
2011-01-07,5320.000000,5380.000000,5300.000000,5350.000000,4378.622070,1088500
2011-01-11,5290.000000,5320.000000,5280.000000,5300.000000,4337.699219,811000
2011-01-12,5290.000000,5310.000000,5280.000000,5290.000000,4329.515137,630600
2011-01-13,5330.000000,5420.000000,5320.000000,5420.000000,4435.912109,1557200
2011-01-14,5400.000000,5430.000000,5350.000000,5390.000000,4411.357910,1329500
2011-01-17,5380.000000,5380.000000,5310.000000,5320.000000,4354.067383,888800
2011-01-18,5360.000000,5400.000000,5350.000000,5370.000000,4394.989258,641100
2011-01-19,5410.000000,5410.000000,5350.000000,5370.000000,4394.989258,865500
2011-01-20,5360.000000,5430.000000,5350.000000,5410.000000,4427.726563,1465400
2011-01-21,5420.000000,5470.000000,5350.000000,5370.000000,4394.989258,1648800
2011-01-24,5390.000000,5390.000000,5340.000000,5350.000000,4378.622070,724000
2011-01-25,5370.000000,5420.000000,5330.000000,5400.000000,4419.541992,851800
2011-01-26,5420.000000,5470.000000,5420.000000,5440.000000,4452.279785,1210600
2011-01-27,5460.000000,5460.000000,5370.000000,5380.000000,4403.175293,1175400
2011-01-28,5400.000000,5400.000000,5340.000000,5360.000000,4386.805664,927800
2011-01-31,5370.000000,5460.000000,5360.000000,5420.000000,4435.912109,1354800
2011-02-01,5420.000000,5420.000000,5360.000000,5380.000000,4403.175293,738100
2011-02-02,5400.000000,5450.000000,5390.000000,5390.000000,4411.357910,973200
2011-02-03,5380.000000,5390.000000,5340.000000,5350.000000,4378.622070,653700
2011-02-04,5390.000000,5390.000000,5330.000000,5340.000000,4370.436035,711600
2011-02-07,5370.000000,5370.000000,5320.000000,5330.000000,4362.251953,758200
2011-02-08,5340.000000,5390.000000,5340.000000,5370.000000,4394.989258,814500
2011-02-09,5380.000000,5400.000000,5370.000000,5380.000000,4403.175293,1073600
2011-02-10,5370.000000,5430.000000,5360.000000,5420.000000,4435.912109,1305600
2011-02-14,5490.000000,5580.000000,5480.000000,5550.000000,4542.308594,1767300
2011-02-15,5560.000000,5580.000000,5520.000000,5560.000000,4550.491211,1081700
2011-02-16,5530.000000,5600.000000,5530.000000,5590.000000,4575.045898,1231500
2011-02-17,5600.000000,5650.000000,5580.000000,5640.000000,4615.965820,1351400
2011-02-18,5600.000000,5700.000000,5590.000000,5630.000000,4607.783203,951300
2011-02-21,5600.000000,5630.000000,5560.000000,5610.000000,4591.414551,1247000
2011-02-22,5600.000000,5690.000000,5600.000000,5670.000000,4640.520508,1864400
2011-02-23,5690.000000,5780.000000,5670.000000,5730.000000,4689.626953,2377000
2011-02-24,5730.000000,5770.000000,5650.000000,5670.000000,4640.520508,1634300
2011-02-25,5650.000000,5710.000000,5560.000000,5700.000000,4665.073242,1849200
2011-02-28,5670.000000,5700.000000,5610.000000,5690.000000,4656.888672,1917700
2011-03-01,5750.000000,5840.000000,5740.000000,5820.000000,4763.285156,1299000
2011-03-02,5830.000000,5840.000000,5690.000000,5710.000000,4673.257324,2337600
2011-03-03,5770.000000,5850.000000,5760.000000,5790.000000,4738.732422,2004300
2011-03-04,5870.000000,5900.000000,5800.000000,5810.000000,4755.100098,1192200
2011-03-07,5770.000000,5780.000000,5700.000000,5740.000000,4697.810059,1122400
2011-03-08,5740.000000,5750.000000,5680.000000,5690.000000,4656.888672,1097600
2011-03-09,5680.000000,5760.000000,5670.000000,5710.000000,4673.257324,1303700
2011-03-10,5660.000000,5680.000000,5560.000000,5580.000000,4566.860840,1292900
2011-03-11,5540.000000,5610.000000,5430.000000,5450.000000,4460.463379,2444800
2011-03-14,4450.000000,4450.000000,4450.000000,4450.000000,3642.029785,751300
2011-03-15,4380.000000,4470.000000,4115.000000,4170.000000,3412.869385,7959800
2011-03-16,4360.000000,4550.000000,4255.000000,4380.000000,3584.739746,5043900
2011-03-17,4290.000000,4510.000000,4265.000000,4405.000000,3605.200684,2634400
2011-03-18,4550.000000,4665.000000,4480.000000,4570.000000,3740.243408,3199000
2011-03-22,4850.000000,4925.000000,4825.000000,4870.000000,3985.773438,3415400
2011-03-23,4940.000000,4945.000000,4780.000000,4850.000000,3969.405029,2155600
2011-03-24,4840.000000,4840.000000,4610.000000,4680.000000,3830.269531,2192100
2011-03-25,4750.000000,4750.000000,4550.000000,4595.000000,3760.703369,2403400
2011-03-28,4615.000000,4660.000000,4530.000000,4590.000000,3756.611084,1764100
2011-03-29,4600.000000,4605.000000,4465.000000,4495.000000,3723.476563,2384600
2011-03-30,4505.000000,4705.000000,4485.000000,4640.000000,3843.589844,2570600
2011-03-31,4780.000000,4830.000000,4565.000000,4625.000000,3831.163330,2219800
2011-04-01,4630.000000,4630.000000,4555.000000,4570.000000,3785.603760,1489700
2011-04-04,4600.000000,4610.000000,4535.000000,4555.000000,3773.178711,954900
2011-04-05,4530.000000,4640.000000,4510.000000,4535.000000,3756.611084,1835400
2011-04-06,4505.000000,4580.000000,4500.000000,4510.000000,3735.902100,1755200
2011-04-07,4595.000000,4625.000000,4555.000000,4570.000000,3785.603760,1383800
2011-04-08,4530.000000,4630.000000,4485.000000,4585.000000,3798.029053,1685100
2011-04-11,4580.000000,4700.000000,4550.000000,4690.000000,3885.006836,1414800
2011-04-12,4620.000000,4655.000000,4535.000000,4560.000000,3777.319824,1519800
2011-04-13,4540.000000,4600.000000,4520.000000,4555.000000,3773.178711,1171000
2011-04-14,4525.000000,4555.000000,4490.000000,4515.000000,3740.043945,2687800
2011-04-15,4530.000000,4590.000000,4530.000000,4585.000000,3798.029053,1085000
2011-04-18,4585.000000,4585.000000,4500.000000,4500.000000,3727.618896,820200
2011-04-19,4490.000000,4520.000000,4450.000000,4485.000000,3715.193848,1463700
2011-04-20,4500.000000,4535.000000,4475.000000,4485.000000,3715.193848,1120000
2011-04-21,4495.000000,4520.000000,4420.000000,4440.000000,3677.917236,1416600
2011-04-22,4440.000000,4440.000000,4345.000000,4380.000000,3628.216064,1311200
2011-04-25,4400.000000,4405.000000,4350.000000,4365.000000,3615.790039,646100
2011-04-26,4380.000000,4380.000000,4310.000000,4340.000000,3595.081787,1427400
2011-04-27,4350.000000,4365.000000,4300.000000,4305.000000,3566.088867,1311500
2011-04-28,4370.000000,4505.000000,4350.000000,4475.000000,3706.908936,2175400
2011-05-02,4575.000000,4665.000000,4570.000000,4630.000000,3835.306396,1666700
2011-05-06,4645.000000,4700.000000,4585.000000,4590.000000,3802.171143,1577500
